
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Prototyping,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/prototyping/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R002,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Accessibility,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/accessibility/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R003,AI18,AI18,MIT OpenCourseWare,Course,Playful Augmented Reality Audio Design Exploration,https://ocw.mit.edu/courses/cms-s63-playful-augmented-reality-audio-design-exploration-fall-2019/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R004,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Input/Output Technology,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/inputoutput-technology/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R005,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Input,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/input/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R006,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Graphic Design,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/graphic-design/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R007,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Information Visualization,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/information-visualization/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R008,AI18,AI18,MIT OpenCourseWare,Course Activity,In-Class Activity: Color Design and Typography,https://ocw.mit.edu/courses/6-831-user-interface-design-and-implementation-spring-2011/pages/in-class-activities/color-design-and-typography/,English,CC BY-NC-SA 4.0,2026-01-12T15:00:00+01:00,true
R009,AI18,AI18,OpenStax,Textbook Section,Defining Emerging Technologies,https://openstax.org/books/foundations-information-systems/pages/10-1-defining-emerging-technologies,English,CC BY 4.0,2026-01-12T15:00:00+01:00,true
R010,AI18,AI18,OpenStax,Textbook Key Terms,Key Terms: Augmented Reality and Extended Reality,https://openstax.org/books/introduction-computer-science/pages/13-6-key-terms,English,CC BY 4.0,2026-01-12T15:00:00+01:00,true
R011,AI18,AI18,OpenStax,Textbook Questions,Conceptual Questions: VR, AR and the Metaverse,https://openstax.org/books/introduction-computer-science/pages/13-8-conceptual-questions,English,CC BY 4.0,2026-01-12T15:00:00+01:00,true
R012,AI18,AI18,OpenStax,Textbook Section,Workplace Software and Skills: Augmented Reality,https://openstax.org/books/foundations-information-systems/pages/9-1-workplace-software-and-skills,English,CC BY 4.0,2026-01-12T15:00:00+01:00,true
R013,AI18,AI18,TUS Pressbooks,Article,Immersive technology – Open Educational Resources for Teaching and Learning,https://tus.pressbooks.pub/oerforteachingandlearning/chapter/immersive-digital-media/,English,CC BY-NC 4.0,2026-01-12T15:00:00+01:00,true
R014,AI18,AI18,Wikipedia,Article,User experience design,https://en.wikipedia.org/wiki/User_experience_design,English,CC BY-SA 4.0,2026-01-12T15:00:00+01:00,true
R015,AI18,AI18,Wikipedia,Article,Augmented reality,https://en.wikipedia.org/wiki/Augmented_reality,English,CC BY-SA 4.0,2026-01-12T15:00:00+01:00,true
