
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R1601,AI22,AI22,MIT OCW,course,Foundations of Software Engineering,https://ocw.mit.edu/courses/1-124j-foundations-of-software-engineering-fall-2000/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1602,AI22,AI22,MIT OCW,course,Software Engineering for Web Applications,https://ocw.mit.edu/courses/6-171-software-engineering-for-web-applications-fall-2003/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1603,AI22,AI22,MIT OCW,course,Software Engineering Concepts,https://ocw.mit.edu/courses/16-355j-software-engineering-concepts-fall-2005/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1604,AI22,AI22,MIT OCW,course,Laboratory in Software Engineering,https://ocw.mit.edu/courses/6-170-laboratory-in-software-engineering-fall-2005/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1605,AI22,AI22,MIT OCW,course,Performance Engineering of Software Systems,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1606,AI22,AI22,MIT OCW,course,Software Construction,https://ocw.mit.edu/courses/6-005-software-construction-spring-2016/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1607,AI22,AI22,MIT OCW,assignments,Software Construction Assignments,https://ocw.mit.edu/courses/6-005-software-construction-spring-2016/pages/assignments/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1608,AI22,AI22,MIT OCW,assignments,Performance Engineering Practice Quizzes,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/pages/quizzes/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1609,AI22,AI22,MIT OCW,course,Introduction to Computer Science and Programming in Python,https://ocw.mit.edu/courses/6-0001-introduction-to-computer-science-and-programming-in-python-fall-2016/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1610,AI22,AI22,MIT OCW,course,Introduction to Computational Thinking and Data Science,https://ocw.mit.edu/courses/6-0002-introduction-to-computational-thinking-and-data-science-fall-2016/,en,CC BY-NC-SA 4.0,2026-01-12T15:04:54+01:00,true
R1611,AI22,AI22,OpenStax,section,Software Engineering Fundamentals (Section 9.1),https://openstax.org/books/introduction-computer-science/pages/9-1-software-engineering-fundamentals,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1612,AI22,AI22,OpenStax,section,Software Engineering Process (Section 9.2),https://openstax.org/books/introduction-computer-science/pages/9-2-software-engineering-process,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1613,AI22,AI22,OpenStax,section,Special Topics in Software Engineering (Section 9.3),https://openstax.org/books/introduction-computer-science/pages/9-3-special-topics,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1614,AI22,AI22,OpenStax,section,Software Engineering Review Questions,https://openstax.org/books/introduction-computer-science/pages/9-review-questions,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1615,AI22,AI22,OpenStax,section,Software Engineering Practice Exercises,https://openstax.org/books/introduction-computer-science/pages/9-practice-exercises,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1616,AI22,AI22,OpenStax,section,Software Engineering Problem Set A,https://openstax.org/books/introduction-computer-science/pages/9-problem-set-a,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1617,AI22,AI22,OpenStax,section,Software Engineering Summary,https://openstax.org/books/introduction-computer-science/pages/9-summary,en,CC BY 4.0,2026-01-12T15:04:54+01:00,true
R1618,AI22,AI22,Lumen Learning,article,Reading: Software Development Process,https://courses.lumenlearning.com/sanjacinto-computerapps/chapter/reading-software-development-process/,en,CC BY,2026-01-12T15:04:54+01:00,true
