
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,SR07,SR07,OpenStax,textbook section,5.1 The Importance of Network Security,https://openstax.org/books/foundations-information-systems/pages/5-1-the-importance-of-network-security,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R002,SR07,SR07,OpenStax,textbook section,5.2 Security Technologies and Solutions,https://openstax.org/books/foundations-information-systems/pages/5-2-security-technologies-and-solutions,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R003,SR07,SR07,OpenStax,textbook section,5.3 Information Security and Risk Management Strategies,https://openstax.org/books/foundations-information-systems/pages/5-3-information-security-and-risk-management-strategies,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R004,SR07,SR07,OpenStax,textbook section,5.4 Career Focus: Key Certifications,https://openstax.org/books/foundations-information-systems/pages/5-4-career-focus-key-certifications,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R005,SR07,SR07,OpenStax,textbook section,6.1 Key Concepts in Data Privacy and Data Security,https://openstax.org/books/foundations-information-systems/pages/6-1-key-concepts-in-data-privacy-and-data-security,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R006,SR07,SR07,OpenStax,textbook section,6.2 Vulnerabilities and Threats in Web Applications and IoT Technology,https://openstax.org/books/foundations-information-systems/pages/6-2-vulnerabilities-and-threats-in-web-applications-and-iot-technology,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R007,SR07,SR07,OpenStax,textbook section,6.3 Data Security and Privacy from a Global Perspective,https://openstax.org/books/foundations-information-systems/pages/6-3-data-security-and-privacy-from-a-global-perspective,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R008,SR07,SR07,OpenStax,textbook section,6.4 Managing Enterprise Risk and Compliance,https://openstax.org/books/foundations-information-systems/pages/6-4-managing-enterprise-risk-and-compliance,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R009,SR07,SR07,OpenStax,textbook section,13.5 Protecting Computers and Information,https://openstax.org/books/introduction-business/pages/13-5-protecting-computers-and-information,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R010,SR07,SR07,OpenStax,textbook section,14.1 Cyber Resources Management Frameworks,https://openstax.org/books/introduction-computer-science/pages/14-1-cyber-resources-management-frameworks,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R011,SR07,SR07,OpenStax,textbook section,14.2 Cybersecurity Deep Dive,https://openstax.org/books/introduction-computer-science/pages/14-2-cybersecurity-deep-dive,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R012,SR07,SR07,OpenStax,textbook section,14.3 Governing the Use of Cyber Resources,https://openstax.org/books/introduction-computer-science/pages/14-3-governing-the-use-of-cyber-resources,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R013,SR07,SR07,OpenStax,textbook section,6.6 Reliability and Security,https://openstax.org/books/introduction-computer-science/pages/6-6-reliability-and-security,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R014,SR07,SR07,OpenStax,glossary,Key Terms (Information Systems Security Risk Management),https://openstax.org/books/foundations-information-systems/pages/5-key-terms,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
R015,SR07,SR07,OpenStax,practice questions,Review Questions (Information Systems Security Risk Management),https://openstax.org/books/foundations-information-systems/pages/5-review-questions,en,CC BY 4.0,2026-01-12T11:40:00+01:00,true
