
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,AI32,AI32,Pressbooks (Introduction to Control Systems),textbook section,Definitions: System and Control,https://pressbooks.library.torontomu.ca/controlsystems/chapter/1-1-definitions-system-and-control/,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
R002,AI32,AI32,Pressbooks (Introduction to Control Systems),textbook section,Types of Control Actions,https://pressbooks.library.torontomu.ca/controlsystems/chapter/1-2-types-of-control-actions/,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
R003,AI32,AI32,Pressbooks (Introduction to Control Systems),textbook section,Control Objectives,https://pressbooks.library.torontomu.ca/controlsystems/chapter/1-3-control-objectives/,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
R004,AI32,AI32,Pressbooks (Introduction to Control Systems),textbook section,General Definition of Stability,https://pressbooks.library.torontomu.ca/controlsystems/chapter/2-1-general-definition-of-stability/,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
R005,AI32,AI32,Pressbooks (Introduction to Control Systems),textbook section,Locations in s‑Plane vs. Time Response,https://pressbooks.library.torontomu.ca/controlsystems/chapter/2-2-locations-in-s-plane-vs-time-response/,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
R006,AI32,AI32,Pressbooks (Introduction to Control Systems),textbook section,Laplace Transforms,https://pressbooks.library.torontomu.ca/controlsystems/chapter/1-4-laplace-transforms/,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
R007,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,Industrial Robots,https://mtsu.pressbooks.pub/robotics/chapter/chapter-1/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R008,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,Introduction to State Space,https://mtsu.pressbooks.pub/robotics/chapter/chapter-10/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R009,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,State Space Modeling,https://mtsu.pressbooks.pub/robotics/chapter/chapter-11/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R010,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,Discrete State Space,https://mtsu.pressbooks.pub/robotics/chapter/chapter-12/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R011,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,Linear Quadratic Controller,https://mtsu.pressbooks.pub/robotics/chapter/chapter-13/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R012,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,Model Predictive Controller,https://mtsu.pressbooks.pub/robotics/chapter/model-predictive-control/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R013,AI32,AI32,Pressbooks (Robotics and Controls Engineering),textbook chapter,Full State Feedback Controller,https://mtsu.pressbooks.pub/robotics/chapter/full-state-feedback-controller/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R014,AI32,AI32,MIT OpenCourseWare,course description,Modeling and Simulation of Dynamic Systems (2.141),https://ocw.mit.edu/courses/2-141-modeling-and-simulation-of-dynamic-systems-spring-2006/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R015,AI32,AI32,MIT OpenCourseWare,course description,Dynamic Systems & Control (6.241),https://dspace.mit.edu/bitstream/handle/1721.1/74611/6-241-fall-2003/contents/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R016,AI32,AI32,MIT OpenCourseWare,course description,Robotic Manipulation,https://ocw.mit.edu/courses/6-881j-robotic-manipulation-fall-2012/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R017,AI32,AI32,MIT OpenCourseWare,course description,Underactuated Robotics,https://ocw.mit.edu/courses/6-832-underactuated-robotics-fall-2020/,en,CC BY-NC-SA 4.0,2026-01-12T11:20:00+01:00,true
R018,AI32,AI32,Virginia Tech (VTechWorks),textbook preface,Dynamic Systems Preface (LTI Systems Textbook),https://vtechworks.lib.vt.edu/bitstreams/ae1fe444-5c69-4d0a-93e0-4ba983fe26de/download,en,CC BY-NC 4.0,2026-01-12T11:20:00+01:00,true
