
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,AI37,Architectures sûres et cybersécurité,Lumen Learning,Open-licensed course page,Risk Management Planning,https://courses.lumenlearning.com/wm-accountingformanagers/chapter/risk-management-planning-and-accounting/,en,CC BY,2026-01-12T13:21:28.433043,true
R002,AI37,Architectures sûres et cybersécurité,Lumen Learning,Open-licensed course page,Introduction to Risk Management,https://courses.lumenlearning.com/wm-humanresourcesmgmt/chapter/introduction-to-risk-management/,en,CC BY,2026-01-12T13:21:28.433043,true
R003,AI37,Architectures sûres et cybersécurité,Lumen Learning,Open-licensed course page,Computer Security,https://courses.lumenlearning.com/suny-informationliteracy/chapter/computer-security/,en,CC BY-SA,2026-01-12T13:21:28.433043,true
R004,AI37,Architectures sûres et cybersécurité,Lumen Learning,Open-licensed course page,Security (Computer Applications for Managers),https://courses.lumenlearning.com/wm-computerapplicationsmgrs/chapter/security/,en,CC BY,2026-01-12T13:21:28.433043,true
R005,AI37,Architectures sûres et cybersécurité,Lumen Learning / OpenStax,Open-licensed textbook section,Protecting Computers and Information,https://courses.lumenlearning.com/suny-osintrobus/chapter/protecting-computers-and-information/,en,CC BY,2026-01-12T13:21:28.433043,true
R006,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,5.1 The Importance of Network Security,https://openstax.org/books/foundations-information-systems/pages/5-1-the-importance-of-network-security,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R007,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,5.2 Security Technologies and Solutions,https://openstax.org/books/foundations-information-systems/pages/5-2-security-technologies-and-solutions,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R008,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,5.3 Information Security and Risk Management Strategies,https://openstax.org/books/foundations-information-systems/pages/5-3-information-security-and-risk-management-strategies,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R009,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,6.2 Vulnerabilities and Threats in Web Applications and IoT Technology,https://openstax.org/books/foundations-information-systems/pages/6-2-vulnerabilities-and-threats-in-web-applications-and-iot-technology,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R010,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,6.3 Data Security and Privacy from a Global Perspective,https://openstax.org/books/foundations-information-systems/pages/6-3-data-security-and-privacy-from-a-global-perspective,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R011,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,6.4 Managing Enterprise Risk and Compliance,https://openstax.org/books/foundations-information-systems/pages/6-4-managing-enterprise-risk-and-compliance,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R012,AI37,Architectures sûres et cybersécurité,OpenStax,Open-licensed textbook section,5.4 Career Focus: Key Certifications,https://openstax.org/books/foundations-information-systems/pages/5-4-career-focus-key-certifications,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R013,AI37,Architectures sûres et cybersécurité,MIT OpenCourseWare,Course syllabus,Cryptography and Cryptanalysis – Syllabus,https://ocw.mit.edu/courses/6-875-cryptography-and-cryptanalysis-spring-2005/pages/syllabus/,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
R014,AI37,Architectures sûres et cybersécurité,Saylor Academy,Course overview,CS260: Introduction to Cryptography and Network Security,https://learn.saylor.org/course/view.php,en,CC BY,2026-01-12T13:21:28.433043,true
R015,AI37,Architectures sûres et cybersécurité,TU Delft OpenCourseWare,MOOC course page,Quantum Cryptography,https://ocw.tudelft.nl/courses/quantum-cryptography/,en,CC BY-NC-SA,2026-01-12T13:21:28.433043,true
