
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,AI30,Logiciels distribués et représentation des connaissances,OpenStax,textbook section,Processes and Concurrency,https://openstax.org/books/introduction-to-computer-science/pages/6-3-processes-and-concurrency,en,CC BY 4.0,2026-01-12T14:54:42.956543,true
R002,AI30,Logiciels distribués et représentation des connaissances,TU Delft OpenCourseWare,course page,Modern Distributed Systems,https://ocw.tudelft.nl/courses/modern-distributed-systems/,en,CC BY-NC-SA 4.0,2026-01-12T14:54:42.956543,true
R003,AI30,Logiciels distribués et représentation des connaissances,MIT OpenCourseWare,course description,Distributed Computer Systems Engineering – Course Description,https://ocw.mit.edu/courses/6-824-distributed-computer-systems-engineering-spring-2006/,en,CC BY-NC-SA 4.0,2026-01-12T14:54:42.956543,true
R004,AI30,Logiciels distribués et représentation des connaissances,MIT OpenCourseWare,lecture outline,Lecture 14: Fault Tolerance and Reliability – MIT 6.033,https://ocw.mit.edu/courses/6-033-computer-system-engineering-spring-2018/resources/lecture-14/,en,CC BY-NC-SA 4.0,2026-01-12T14:54:42.956543,true
R005,AI30,Logiciels distribués et représentation des connaissances,MIT OpenCourseWare,lecture transcript,Lecture 20: Distributed Systems – Performance Engineering of Software Systems,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/resources/lecture-20-transcript/,en,CC BY-NC-SA 4.0,2026-01-12T14:54:42.956543,true
R006,AI30,Logiciels distribués et représentation des connaissances,MIT OpenCourseWare,lecture notes,Service‑Oriented Architecture and System Integration – MIT 1.264J,https://ocw.mit.edu/courses/1-264j-database-internet-and-systems-integration-technologies-fall-2014/resources/lecture-24/,en,CC BY-NC-SA 4.0,2026-01-12T14:54:42.956543,true
R007,AI30,Logiciels distribués et représentation des connaissances,Saylor Academy,course page,CS401 Operating Systems – Course Overview,https://learn.saylor.org/course/cs401,en,CC BY 3.0,2026-01-12T14:54:42.956543,true
R008,AI30,Logiciels distribués et représentation des connaissances,University of Cambridge,lecture slides,Distributed Systems Slides – University of Cambridge,https://www.cl.cam.ac.uk/teaching/2021/ConcDisSys/dist-sys-slides.pdf,en,CC BY-SA,2026-01-12T14:54:42.956543,true
R009,AI30,Logiciels distribués et représentation des connaissances,University of Cambridge,lecture notes,ConcDisSys Notes – Models, RPC and Consensus,https://www.cl.cam.ac.uk/teaching/2021/ConcDisSys/dist-sys-notes.pdf,en,CC BY-SA,2026-01-12T14:54:42.956543,true
R010,AI30,Logiciels distribués et représentation des connaissances,GitHub (University of Cambridge),repository,dist‑sys GitHub Repository – Lecture Resources,https://github.com/ept/dist-sys,en,CC BY-SA,2026-01-12T14:54:42.956543,true
R011,AI30,Logiciels distribués et représentation des connaissances,George Mason University,lecture slides,CS675 Lecture 1: Introduction to Distributed Systems – GMU,https://cs.gmu.edu/%7Eyuecheng/teaching/cs675-spring23/slides/lec1-intro.pdf,en,CC BY-NC-SA 3.0,2026-01-12T14:54:42.956543,true
R012,AI30,Logiciels distribués et représentation des connaissances,Princeton University,course schedule,COS 418 Distributed Systems – Lecture Schedule,https://www.cs.princeton.edu/courses/archive/spring18/cos418/schedule.html,en,CC BY-NC-SA 3.0,2026-01-12T14:54:42.956543,true
R013,AI30,Logiciels distribués et représentation des connaissances,OER Commons,tutorial,Distributed Database Systems through Database Clustering,https://www.oercommons.org/courses/distributed-database-systems-through-database-clustering,en,CC BY-NC,2026-01-12T14:54:42.956543,true
R014,AI30,Logiciels distribués et représentation des connaissances,Open Textbook Library,textbook,Semantic Web Development – Open Textbook,https://open.umn.edu/opentextbooks/textbooks/semantic-web-development,en,CC BY-NC-SA 4.0,2026-01-12T14:54:42.956543,true
R015,AI30,Logiciels distribués et représentation des connaissances,Open Textbook Library,textbook,Operating Systems and Middleware: Supporting Controlled Interaction,https://open.umn.edu/opentextbooks/textbooks/operating-systems-and-middleware-supporting-controlled-interaction,en,CC BY-SA,2026-01-12T14:54:42.956543,true
R016,AI30,Logiciels distribués et représentation des connaissances,World Wide Web Consortium (W3C),tutorial slides,An Introduction to the Semantic Web – W3C Tutorial,https://www.w3.org/2008/Talks/0421-Beijing-IH/Slides.pdf,en,CC BY,2026-01-12T14:54:42.956543,true
