
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,SY19,SY19,MIT,course,Advanced Natural Language Processing (MIT 6.864),https://ocw.mit.edu/courses/6-864-advanced-natural-language-processing-fall-2005/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R002,SY19,SY19,MIT,course,Introduction to Machine Learning (MIT 6.036),https://ocw.mit.edu/courses/6-036-introduction-to-machine-learning-fall-2020/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R003,SY19,SY19,MIT,course,Introduction to Computational Thinking and Data Science (MIT 6.0002),https://ocw.mit.edu/courses/6-0002-introduction-to-computational-thinking-and-data-science-fall-2016/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R004,SY19,SY19,MIT,course,"Matrix Methods in Data Analysis, Signal Processing, and Machine Learning (MIT 18.065)",https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-summer-2018/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R005,SY19,SY19,MIT,course,Machine Learning (MIT 6.867),https://ocw.mit.edu/courses/6-867-machine-learning-fall-2006/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R006,SY19,SY19,MIT,course,Artificial Intelligence (MIT 6.034),https://ocw.mit.edu/courses/6-034-artificial-intelligence-fall-2010/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R007,SY19,SY19,MIT,course,Introduction to Computer Science and Programming in Python (MIT 6.0001),https://ocw.mit.edu/courses/6-0001-introduction-to-computer-science-and-programming-in-python-fall-2016/,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R008,SY19,SY19,Pressbooks,chapter,Effective Data Visualization (Data Science Chapter 4),https://datasciencebook.ca/visualize.html,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R009,SY19,SY19,Pressbooks,chapter,Classification I: Training & Predicting (Data Science Chapter 5),https://datasciencebook.ca/classification1.html,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R010,SY19,SY19,Pressbooks,chapter,Cleaning and Wrangling Data (Data Science Chapter 3),https://datasciencebook.ca/wrangling.html,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R011,SY19,SY19,Pressbooks,chapter,Regression I: K‑Nearest Neighbors (Data Science Chapter 7),https://datasciencebook.ca/regression1.html,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R012,SY19,SY19,Data Carpentry,website,Data Carpentry Lessons Overview,https://datacarpentry.org/lessons/,en,CC BY 4.0,2026-01-12T14:30:00+01:00,true
R013,SY19,SY19,FUN MOOC,course,Machine Learning in Python with scikit‑learn (FUN MOOC),https://www.fun-mooc.fr/en/courses/machine-learning-python-scikit-learn/,fr,CC BY,2026-01-12T14:30:00+01:00,true
R014,SY19,SY19,OpenStax,section,What Is Data Science? (Principles of Data Science Section 1.1),https://openstax.org/books/principles-data-science/pages/1-1-what-is-data-science,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R015,SY19,SY19,OpenStax,section,Data Science with Python (Principles of Data Science Section 1.5),https://openstax.org/books/principles-data-science/pages/1-5-data-science-with-python,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
R016,SY19,SY19,OpenStax,section,Data Science in Practice (Principles of Data Science Section 1.2),https://openstax.org/books/principles-data-science/pages/1-2-data-science-in-practice,en,CC BY-NC-SA 4.0,2026-01-12T14:30:00+01:00,true
