
resource_id,uv_id,uv_title,source,resource_type,title,url,language,license,collected_at,download_allowed
R001,AI25,Combinatoire et optimisation,OpenStax,textbook section,"5.11 Linear Programming",https://openstax.org/books/contemporary-mathematics/pages/5-11-linear-programming,en,CC BY 4.0,2026-01-12T14:31:54.744475,true
R002,AI25,Combinatoire et optimisation,OpenStax,textbook section,"12.1 Graph Basics",https://openstax.org/books/contemporary-mathematics/pages/12-1-graph-basics,en,CC BY 4.0,2026-01-12T14:31:54.744475,true
R003,AI25,Combinatoire et optimisation,OpenStax,textbook section,"12.10 Trees",https://openstax.org/books/contemporary-mathematics/pages/12-10-trees,en,CC BY 4.0,2026-01-12T14:31:54.744475,true
R004,AI25,Combinatoire et optimisation,OpenStax,textbook section,"12.9 Traveling Salesperson Problem",https://openstax.org/books/contemporary-mathematics/pages/12-9-traveling-salesperson-problem,en,CC BY 4.0,2026-01-12T14:31:54.744475,true
R005,AI25,Combinatoire et optimisation,MIT OpenCourseWare,course description,"Combinatorial Optimization – MIT Course Description",https://ocw.mit.edu/courses/18-433-combinatorial-optimization-fall-2003/,en,CC BY-NC-SA 4.0,2026-01-12T14:31:54.744475,true
R006,AI25,Combinatoire et optimisation,MIT OpenCourseWare,course description,"Optimization Methods in Management Science – Course Description",https://ocw.mit.edu/courses/15-053-optimization-methods-in-management-science-spring-2013/,en,CC BY-NC-SA 4.0,2026-01-12T14:31:54.744475,true
R007,AI25,Combinatoire et optimisation,MIT OpenCourseWare,course syllabus,"Integer Programming and Combinatorial Optimization – Syllabus",https://ocw.mit.edu/courses/15-083j-integer-programming-and-combinatorial-optimization-fall-2009/pages/syllabus/,en,CC BY-NC-SA 4.0,2026-01-12T14:31:54.744475,true
R008,AI25,Combinatoire et optimisation,MIT OpenCourseWare,lecture slides,"Heuristics and Approximation Algorithms – MIT Lecture",https://ocw.mit.edu/courses/15-093j-optimization-methods-fall-2009/b79bea65fa34c099a9cba7e0baa992cf_MIT15_093J_F09_lec15.pdf,en,CC BY-NC-SA 4.0,2026-01-12T14:31:54.744475,true
R009,AI25,Combinatoire et optimisation,Open Educational Resource (PDF),textbook,"Applied Combinatorics",https://trotter.math.gatech.edu/book.pdf,en,CC BY-NC-SA 3.0,2026-01-12T14:31:54.744475,true
R010,AI25,Combinatoire et optimisation,Whitman College (PDF),textbook,"An Introduction to Combinatorics and Graph Theory",https://www.whitman.edu/mathematics/cgt_online/cgt.pdf,en,CC BY-NC-SA 3.0,2026-01-12T14:31:54.744475,true
R011,AI25,Combinatoire et optimisation,University of Lethbridge (PDF),textbook,"Combinatorics (Joy Morris)",https://opentext.uleth.ca/PDF/Combinatorics.pdf,en,CC BY-NC-SA 2.0,2026-01-12T14:31:54.744475,true
R012,AI25,Combinatoire et optimisation,OpenMathBooks (PDF),textbook,"Discrete Mathematics: An Open Introduction (4th edition)",https://discrete.openmathbooks.org/pdfs/dmoi4.pdf,en,CC BY-NC-SA 4.0,2026-01-12T14:31:54.744475,true
R013,AI25,Combinatoire et optimisation,Open Textbook Store (PDF),chapter,"Graph Theory and Network Flows",https://www.opentextbookstore.com/mathinsociety/2.4/GraphTheory.pdf,en,CC BY-SA,2026-01-12T14:31:54.744475,true
R014,AI25,Combinatoire et optimisation,OpenStax,summary section,"Graph Theory – Key Concepts",https://openstax.org/books/contemporary-mathematics/pages/12-key-concepts,en,CC BY 4.0,2026-01-12T14:31:54.744475,true
R015,AI25,Combinatoire et optimisation,OpenStax,textbook section,"12.7 Hamilton Cycles",https://openstax.org/books/contemporary-mathematics/pages/12-7-hamilton-cycles,en,CC BY 4.0,2026-01-12T14:31:54.744475,true
